"topic","instruction","output"
"horário de funcionamento","Quando posso usar a máquina pra evitar filas?","Evite horários de pico, como durante o almoço ou final da tarde. Tente usar durante a manhã ou à noite."
"horário de funcionamento","A máquina oferece vantagens para usar em horários específicos?","Algumas máquinas oferecem promoções em horários de pouco movimento. Fique atento ao visor para ver se há descontos!"
"horário de funcionamento","Posso confiar que a máquina estará disponível em qualquer hora do dia?","Sim! Ela é projetada para funcionar sem interrupções, 24h por dia, todos os dias."
"horário de funcionamento","A máquina vai funcionar mesmo se houver quedas de energia?","Sim, as máquinas têm backup de energia, garantindo que continue funcionando mesmo durante quedas de energia temporárias."
"horário de funcionamento","Eu posso usar a máquina durante a noite sem problema?","Sem problemas! Ela está disponível o tempo todo, 24h por dia."
"horário de funcionamento","Se a máquina não estiver funcionando, posso esperar por quanto tempo?","Normalmente, a máquina será restaurada em breve. Se o problema durar mais de algumas horas, entre em contato com o suporte."
"horário de funcionamento","Posso comprar a qualquer hora na máquina sem me preocupar?","Sim, a máquina está sempre disponível, mas fique atento à disponibilidade do produto, pois o estoque pode variar."
"horário de funcionamento","A máquina fica fora de operação por causa do movimento?","Não. Mesmo com muito movimento, ela deve funcionar normalmente, mas se houver manutenção, você será avisado."
"horário de funcionamento","Tem algum tipo de aviso se a máquina não estiver disponível por algum motivo?","Sim. Caso a máquina esteja fora de operação por algum motivo, uma mensagem será exibida no visor."
"horário de funcionamento","Qual a melhor hora do dia para usar a máquina?","Evite horários de pico. Pela manhã ou depois das 20h geralmente é mais tranquilo e rápido."
"horário de funcionamento","Ela vai continuar disponível por mais quanto tempo?","A máquina está disponível indefinidamente. Ela vai continuar funcionando enquanto não houver manutenção ou falhas técnicas."
"acessibilidade","A máquina tem recursos para deficientes?","Sim, ela possui opções de áudio, textos grandes e ícones visuais para facilitar o uso de pessoas com deficiência visual ou mobilidade reduzida."
"acessibilidade","A máquina tem áudio para deficientes visuais?","Sim, ela oferece suporte de áudio para guiar deficientes visuais durante o processo de compra."
"acessibilidade","Tem como usar a máquina com uma só mão?","Sim! A interface é projetada para ser acessível e fácil de usar com uma única mão."
"acessibilidade","A máquina tem legendas ou áudio em outro idioma?","Sim, algumas unidades oferecem tradução de áudio e legendas para deficientes auditivos em vários idiomas."
"acessibilidade","Posso usar a máquina mesmo com mobilidade reduzida?","Sim! A interface é acessível e permite que o usuário interaja com facilidade, independentemente da mobilidade."
"acessibilidade","A máquina tem teclado em braille?","Alguns modelos possuem botões em braille para facilitar o uso por deficientes visuais."
"acessibilidade","Como as pessoas com deficiência auditiva podem usar a máquina?","A máquina tem suporte para legendas ou mensagens visuais que substituem o áudio, garantindo acessibilidade."
"acessibilidade","Há suporte para usuários com dificuldades de leitura?","Sim! A interface tem fontes grandes, ícones visuais e áudios explicativos para facilitar o uso por todos."
"acessibilidade","A máquina oferece interface adaptada para cadeirantes?","Sim, ela é projetada para ser acessível a todos, incluindo usuários de cadeira de rodas, com botões em altura apropriada e fácil acesso."
"acessibilidade","Tem uma opção de fala para deficientes auditivos?","Sim! A máquina possui um recurso de texto para fala que pode ser ativado para auxiliar usuários com deficiência auditiva."
"acessibilidade","É possível usar a máquina se eu tiver apenas uma mão disponível?","Sim! A interface foi projetada para ser simples de usar com uma única mão, sem dificuldades."
"acessibilidade","A máquina tem algo para facilitar o uso de pessoas com dificuldades motoras?","Sim, ela possui botões grandes e facilmente acionáveis, além de uma interface simplificada para uso mais fácil."
"acessibilidade","A máquina tem uma tela sensível ao toque, é fácil de usar?","Sim, ela é projetada para ser acessível, com uma tela sensível ao toque que responde bem ao toque de qualquer usuário."
"acessibilidade","Como a máquina pode ajudar uma pessoa com deficiência visual?","Além de ter suporte de áudio, a máquina usa uma interface simplificada com recursos de navegação orientados por voz."
"acessibilidade","A máquina é fácil de usar para pessoas idosas?","Sim, ela possui fontes grandes, contrastes visuais fortes e instruções claras, facilitando o uso por pessoas com dificuldades de visão."
"acessibilidade","A máquina tem suporte para deficientes auditivos em zonas com muito barulho?","Sim, em ambientes ruidosos, a máquina utiliza legendas claras e botões visíveis, sem depender exclusivamente do áudio."
"acessibilidade","A máquina é adequada para usuários com dificuldades cognitivas?","Sim! A interface é simplificada com imagens e ícones visuais claros, ajudando a guiar o usuário no processo de compra."
"acessibilidade","A máquina oferece algum tipo de ajuda para quem não sabe usar?","Sim! A interface tem uma opção de ajuda com instruções visuais e auditivas para guiar o usuário durante o uso."
"acessibilidade","Posso usar a máquina se estiver em uma cadeira de rodas?","Sim! A altura dos botões e a acessibilidade da tela são projetadas para garantir que a máquina possa ser usada por todos."
"acessibilidade","Como uma pessoa surda pode usar a máquina?","A máquina oferece instruções visuais e textos grandes para garantir que usuários surdos possam interagir facilmente com a interface."
"acessibilidade","A máquina tem opções de texto grande?","Sim, você pode ajustar o tamanho da fonte na interface para facilitar a leitura."
"acessibilidade","Posso usar a máquina se tiver problemas de visão?","Sim! Ela possui recursos de áudio e contraste visual ajustáveis, além de botões em braille em alguns modelos."
"acessibilidade","A máquina oferece alguma ajuda em caso de dificuldade na interação?","Sim, há uma opção de ajuda no menu que fornece explicações sobre como usar a máquina de forma acessível."
"acessibilidade","A máquina tem interface em braille?","Algumas unidades têm etiquetas em braille para deficientes visuais. Verifique se há opções visíveis na sua máquina."
"acessibilidade","Posso usar a máquina com deficiência motora?","Sim, ela foi projetada para ser acessível, com botões grandes e uma interface simples de usar com uma mão ou movimentos limitados."
"acessibilidade","A máquina tem um botão de emergência para situações especiais?","Sim, caso haja alguma dificuldade, a máquina pode ser reiniciada ou você pode chamar um atendente para ajudar."
"acessibilidade","A máquina tem algum recurso para pessoas com dificuldades motoras finas?","Sim! Botões grandes e com boa resposta ao toque foram projetados para facilitar o uso por pessoas com dificuldades motoras finas."
"acessibilidade","Tem como personalizar o tamanho do texto da máquina?","Sim, em algumas máquinas é possível ajustar o tamanho do texto para maior legibilidade."
"acessibilidade","A máquina tem opção de leitura de texto para deficientes visuais?","Sim! A leitura de texto pode ser ativada nas configurações de acessibilidade, facilitando o uso por deficientes visuais."
"acessibilidade","Essa máquina tem alguma ajuda pra quem tem dificuldade de visão?","Sim! Ela oferece áudio e texto grande para facilitar a navegação por pessoas com deficiência visual."
"acessibilidade","Posso usar a máquina com uma mão só?","Sim! A interface foi pensada para facilitar o uso com uma única mão, com botões grandes e fácil navegação."
"acessibilidade","Tem como usar a máquina se eu não posso me mover muito?","Com certeza! Ela foi projetada para ser acessível a pessoas com mobilidade reduzida, com botões ao alcance fácil."
"acessibilidade","Eu sou surdo, como posso usar a máquina?","A máquina tem mensagens visuais e pode ser operada sem áudio, oferecendo uma navegação clara e fácil."
"acessibilidade","Tem um modo pra quem tem dificuldades motoras?","Sim! A máquina foi feita com botões grandes e sensíveis, para facilitar o uso mesmo por quem tem dificuldades motoras."
"acessibilidade","Eu tenho dificuldades de leitura, a máquina pode me ajudar?","Sim! A máquina oferece texto grande, ícones visuais e até áudio para guiar você durante a operação."
"acessibilidade","Como posso saber se a máquina tem suporte para deficientes visuais?","Verifique se há o ícone de áudio ou opção de leitura de texto no visor. Muitas máquinas têm esses recursos."
"acessibilidade","A máquina tem algum recurso pra quem tem dificuldades cognitivas?","Sim! A interface é simples, com imagens e textos claros, facilitando o uso para quem tem dificuldades cognitivas."
"acessibilidade","Como a máquina ajuda quem tem dificuldade para ouvir?","Ela oferece legendas ou mensagens visuais claras para que deficientes auditivos possam usar sem problemas."
"acessibilidade","Eu tenho dificuldades motoras, a máquina é acessível?","Sim! Ela tem botões grandes e uma interface que pode ser manipulada com facilidade por quem tem limitações motoras."
"acessibilidade","Posso usar a máquina sem precisar olhar pra tela?","Sim, a máquina oferece suporte de áudio para deficientes visuais ou para quem não consegue olhar para a tela com facilidade."
"acessibilidade","A máquina tem algum botão grande ou fácil de tocar?","Sim! Ela foi projetada com botões grandes e visíveis, ideais para quem tem dificuldades motoras ou de visão."
"acessibilidade","Tem como fazer a leitura da tela em voz alta?","Sim, algumas máquinas têm essa função, basta tocar no ícone de áudio para ativar a leitura do conteúdo da tela."
"acessibilidade","E se eu precisar de ajuda para usar a máquina?","A máquina oferece um botão de ajuda que pode ser acionado em caso de dúvida. Também há suporte disponível caso seja necessário."
"acessibilidade","A máquina tem alguma opção para quem tem dificuldade de digitar?","Sim! A interface é simplificada e há botões grandes, tornando a digitação mais fácil para quem tem dificuldades motoras."
"acessibilidade","A máquina tem legendas para deficientes auditivos?","Sim! A máquina usa legendas para fornecer informações aos deficientes auditivos e garantir acessibilidade."
"acessibilidade","Posso usar a máquina se não consigo levantar os braços?","Sim, ela foi projetada para ser acessível a usuários com mobilidade reduzida, com botões e telas ao alcance fácil."
"acessibilidade","Tem algum modo especial para idosos na máquina?","Sim! A interface tem fontes grandes e visíveis, além de botões simplificados, facilitando o uso por idosos ou pessoas com visão reduzida."
"acessibilidade","A máquina tem algum recurso que pode ser ativado por voz?","Alguns modelos possuem a opção de comando de voz, permitindo que o usuário interaja com a máquina sem usar as mãos."
"acessibilidade","Posso usar a máquina se for cadeirante?","Sim, a máquina foi projetada para ser acessível, com botões e tela ajustados para quem usa cadeira de rodas."
"acessibilidade","A máquina não está falando o que aparece na tela, o que fazer?","Verifique se o recurso de áudio está ativado no menu de configurações. Caso o problema persista, entre em contato com o suporte."
"acessibilidade","O áudio da máquina não está funcionando, como conserto?","Verifique se o volume está ativado e se a opção de áudio está habilitada. Se continuar com problema, entre em contato com o suporte."
"acessibilidade","O botão de áudio não está respondendo, o que posso fazer?","Esse pode ser um erro temporário. Tente reiniciar o processo ou acionar o suporte para diagnóstico."
"acessibilidade","A interface não está aparecendo em braille como esperado.","Se o braille não está sendo exibido, pode ser um erro de configuração. Informe ao suporte para correção."
"acessibilidade","A máquina não está reagindo ao comando de voz.","Isso pode ser um problema técnico. Certifique-se de que o comando de voz foi ativado corretamente ou entre em contato com o suporte."
"acessibilidade","O texto grande não está aparecendo na tela, o que aconteceu?","Verifique nas configurações se a opção de texto grande está ativada. Caso o problema persista, entre em contato com o suporte."
"acessibilidade","A máquina não está oferecendo suporte de áudio quando mudo o idioma.","Isso pode ser uma limitação do idioma selecionado. Tente selecionar outro idioma ou entre em contato com o suporte."
"acessibilidade","Tentei usar a máquina com uma mão, mas não consigo acessar todos os botões.","Verifique se os botões estão configurados para facilitar o uso com uma mão ou entre em contato com o suporte técnico."
"acessibilidade","A máquina não está respondendo ao toque de forma eficiente.","Pode ser uma falha de sensibilidade na tela. Tente ajustar a tela ou entre em contato com o suporte técnico para resolução."
"acessibilidade","Não estou conseguindo ajustar a altura da tela para me adaptar melhor. É possível?","Se a tela não está ajustável, a máquina pode precisar de ajustes. Informe ao suporte para uma verificação."
"acessibilidade","A máquina não está usando áudio quando deveria, o que aconteceu?","Esse pode ser um erro temporário de sistema. Tente reiniciar a máquina ou verifique as configurações de áudio."
"acessibilidade","Eu não consigo usar a máquina com a cadeira de rodas, o visor está muito alto.","A máquina deve estar acessível a todos. Entre em contato com o suporte para verificar ajustes de altura ou acessibilidade."
"acessibilidade","A máquina não fala no idioma que eu selecionei.","Se o áudio não está disponível no idioma escolhido, isso pode ser uma falha do sistema. Entre em contato com o suporte para correção."
"acessibilidade","O botão de ajuda não está funcionando.","Isso pode ser um erro temporário. Se não funcionar novamente, avise ao suporte técnico para resolução."
"acessibilidade","A máquina não está oferecendo opções de texto em braille.","Se o braille não está disponível, entre em contato com o suporte para ajustes no sistema da máquina."
"acessibilidade","A máquina não está aceitando o comando de voz para selecionar o produto.","Esse pode ser um erro técnico. Tente reiniciar ou contate o suporte para verificar a funcionalidade do comando de voz."
"acessibilidade","Os ícones não estão claros para quem tem deficiência visual.","Se a visibilidade dos ícones não estiver adequada, entre em contato com o suporte para ajustar as configurações."
"acessibilidade","A opção de áudio não está explicando as opções corretamente.","Isso pode ser uma falha no sistema de áudio. Verifique as configurações de voz ou entre em contato com o suporte técnico."
"acessibilidade","A máquina não tem áudio no modo noturno. Isso é normal?","Isso não deveria acontecer. Informe ao suporte para que eles possam investigar o erro."
"acessibilidade","Não consigo alterar as configurações de acessibilidade. Como faço?","Verifique o menu de configurações. Se não funcionar, entre em contato com o suporte para assistência."
"acessibilidade","A máquina não tem contrastes suficientes para deficientes visuais.","Entre em contato com o suporte para relatar o problema e solicitar ajustes nas configurações de contraste."
"acessibilidade","A máquina tem problemas de áudio em locais com muito barulho.","Em ambientes ruidosos, a função de áudio pode ser limitada. Use o texto visual ou ajuste o volume se possível."
"acessibilidade","Não estou conseguindo usar a máquina com meu dispositivo de assistência.","Se a máquina não for compatível com seu dispositivo de assistência, entre em contato com o suporte para ajustes."
"acessibilidade","A máquina não está respondendo ao meu toque com luvas.","Alguns modelos de telas sensíveis podem ter problemas com luvas. Tente remover as luvas ou ajustar a sensibilidade."
"acessibilidade","A máquina não está disponível para deficientes auditivos em áreas barulhentas.","Se o local estiver muito barulhento, use o modo de legenda ou entre em contato com o suporte para alternativas."
"acessibilidade","Estou tendo dificuldades com o áudio da máquina. O que posso fazer?","Tente ajustar o volume ou verificar as configurações de áudio. Se o problema persistir, entre em contato com o suporte."
"acessibilidade","A máquina não está usando a opção de texto grande corretamente.","Isso pode ser um erro de configuração. Verifique as configurações de acessibilidade ou informe o erro ao suporte."
"acessibilidade","A máquina não fornece instruções adequadas para pessoas com deficiências cognitivas.","Se você encontrar dificuldades, entre em contato com o suporte para solicitar ajustes na interface."
"acessibilidade","A máquina não está conseguindo ler meu comando de voz.","Isso pode ser causado por um erro no sistema. Verifique as configurações de voz ou entre em contato com o suporte técnico."
"acessibilidade","A máquina não ajusta os botões para quem tem dificuldades motoras finas.","Entre em contato com o suporte para garantir que a máquina está configurada para ser acessível a todos."
"acessibilidade","Essa máquina é boa para pessoas com dificuldades de visão?","Sim! Ela oferece áudio, texto grande e contraste ajustável para facilitar o uso de deficientes visuais."
"acessibilidade","Eu tenho dificuldade para mexer nas telas pequenas, a máquina ajuda?","Sim! Ela tem uma interface acessível, com botões grandes e opções de áudio para facilitar o uso."
"acessibilidade","Se eu tiver dificuldade de leitura, a máquina tem algo para ajudar?","Sim! A máquina oferece recursos como texto grande, áudio explicativo e ícones visuais para facilitar a navegação."
"acessibilidade","A máquina é adaptada para quem usa cadeira de rodas?","Sim! Ela foi projetada para ser acessível, com botões ao alcance fácil para quem está em cadeira de rodas."
"acessibilidade","Eu tenho dificuldades motoras, essa máquina pode ser usada por mim?","Sim! Ela tem botões grandes e uma interface simples, pensada para quem tem dificuldades motoras."
"acessibilidade","A máquina tem algum recurso para deficientes auditivos?","Sim! Ela oferece legendas claras e pode ser operada sem áudio, garantindo que deficientes auditivos consigam usar."
"acessibilidade","Eu posso usar a máquina sem precisar tocar nela?","Sim! Alguns modelos oferecem a opção de comando de voz, permitindo que você use a máquina sem tocar na tela."
"acessibilidade","Essa máquina tem alguma configuração para deficientes cognitivos?","Sim! A interface é simples, com ícones claros e instruções visuais para ajudar pessoas com dificuldades cognitivas."
"acessibilidade","A máquina tem algum recurso para facilitar o uso de idosos?","Sim! Ela oferece texto grande, alto contraste e botões grandes, facilitando o uso para idosos."
"acessibilidade","A máquina tem algum modo para quem não vê bem?","Sim! Ela tem suporte de áudio e opções de texto grande e contraste ajustável para deficientes visuais."
"acessibilidade","Eu posso configurar a máquina de forma mais acessível?","Sim! A máquina permite que você ajuste o texto, o áudio e os contrastes conforme a sua necessidade."
"acessibilidade","Se eu não puder levantar os braços, a máquina pode ser usada?","Sim! Ela foi projetada para ser acessível a todos, com botões e telas ajustados para facilitar o uso de pessoas com mobilidade reduzida."
"acessibilidade","Eu consigo usar a máquina mesmo com deficiência auditiva?","Sim! Ela oferece legendas e pode ser operada sem depender do áudio."
"acessibilidade","Posso usar a máquina se eu não conseguir ver bem?","Sim! Com o áudio ativado e as opções de texto grande e alto contraste, a máquina pode ser usada facilmente por deficientes visuais."
"acessibilidade","A máquina tem algum recurso de voz?","Sim! Alguns modelos oferecem leitura em voz alta do conteúdo da tela, ajudando deficientes visuais."
"acessibilidade","Se eu não souber usar a máquina, tem ajuda disponível?","Sim! A máquina oferece uma opção de ajuda que fornece instruções claras para guiar você durante o uso."
"acessibilidade","A máquina é boa para quem tem dificuldades cognitivas?","Sim! A interface é intuitiva e simplificada, com imagens e ícones claros, facilitando o uso."
"acessibilidade","A máquina tem algum recurso para quem tem limitações motoras finas?","Sim! Ela tem botões grandes e sensíveis ao toque, facilitando o uso para quem tem dificuldades motoras finas."
"acessibilidade","Eu posso usar a máquina com uma mão só?","Sim! A interface foi projetada para ser fácil de usar com uma mão, com botões grandes e acessíveis."
"acessibilidade","A máquina tem recursos para quem não consegue olhar para a tela?","Sim! Ela possui comandos de voz e áudio para guiar o usuário sem precisar olhar para a tela."
"sabores","Quais são os sabores disponíveis?","Atualmente temos sabores como morango, chocolate, baunilha e limão."
"sabores","Vocês oferecem opções de sabor?","Sim! Temos uma variedade de sabores à sua escolha."
"sabores","Tem opção com sabor de morango?","Sim, morango está entre os sabores disponíveis."
"sabores","Qual o sabor mais vendido?","Morango costuma ser o favorito dos clientes."
"sabores","Quais sabores eu posso escolher?","Você pode escolher entre chocolate, baunilha, morango e outros."
"sabores","O que tem de sabor cítrico?","Temos sabores como limão e laranja com notas cítricas."
"sabores","Quais sabores combinam com calor?","Recomendamos sabores refrescantes como limão e hortelã."
"sabores","Vocês têm sabores clássicos?","Sim, temos os tradicionais como chocolate e baunilha."
"sabores","Tem sabor novo esse mês?","Sim! Estamos com um sabor sazonal de maracujá."
"sabores","Posso misturar sabores?","Sim, é possível combinar dois sabores em alguns produtos."
"sabores","Quais são os sabores sem açúcar?","Temos versões sem açúcar de limão e morango."
"sabores","Os sabores variam por dia?","Sim, alguns sabores podem mudar conforme o estoque e a estação."
"sabores","Existe algum sabor exclusivo?","Sim, temos um sabor exclusivo de frutas tropicais."
"sabores","Qual sabor vocês recomendam?","O sabor de açaí é muito popular entre nossos clientes."
"sabores","Sabores artificiais são usados?","Utilizamos aromas naturais sempre que possível."
"sabores","Tem sabor amargo?","Sim, oferecemos um sabor de café levemente amargo."
"sabores","Quais sabores são mais suaves?","Baunilha e leite condensado são opções suaves."
"sabores","O sabor de manga é doce?","Sim, é um dos sabores mais adocicados."
"sabores","Vocês têm sabores exóticos?","Sim, como hibisco com frutas vermelhas."
"sabores","Tem opção salgada?","Não, todos os nossos sabores são doces ou frutados."
"sabores","Tem opção sem lactose?","Sim, temos sabores à base de água como limão."
"sabores","Tem sabor de coco?","Sim, o sabor de coco está disponível hoje."
"sabores","Vocês têm sabor uva?","Sim, uva está entre as opções regulares."
"sabores","Tem alguma bebida com sabor de frutas vermelhas?","Sim, temos sucos e chás com essa combinação."
"sabores","Qual o sabor mais refrescante?","Limão é o mais procurado para dias quentes."
"sabores","Tem algo com sabor de canela?","Atualmente não temos sabores com canela."
"sabores","Tem algum sabor que é picante?","Não, atualmente não trabalhamos com sabores picantes."
"sabores","Tem bebida com sabor de hortelã?","Sim, temos chá gelado de hortelã."
"sabores","O sabor de chocolate é amargo ou doce?","É uma versão doce de chocolate ao leite."
"sabores","Sabores variam entre as máquinas?","Sim, podem variar de acordo com o local."
"sabores","Quais sabores cês têm por aí?","A gente tem morango, chocolate, baunilha, entre outros."
"sabores","O que tem de gostoso hoje?","Hoje temos sabores bem populares como morango e limão."
"sabores","Tem refri de uva aí?","Sim, temos refrigerante com sabor de uva."
"sabores","Vocês trabalham com sabores diferentões?","Sim! Temos sabores exóticos como hibisco e frutas vermelhas."
"sabores","Ei, tem chocolate?","Sim, o de chocolate é um clássico por aqui."
"sabores","Bom dia, gostaria de saber quais sabores estão disponíveis.","Claro! Temos morango, baunilha, chocolate, entre outros."
"sabores","Oi, tem algo sem açúcar?","Sim, temos sabores como limão e morango sem açúcar."
"sabores","Vocês têm sabores naturais?","Sim, trabalhamos com aromas naturais sempre que possível."
"sabores","Qual sabor é menos enjoativo?","O sabor de limão costuma agradar quem prefere algo mais leve."
"sabores","Tem chá com sabor diferente?","Temos chá de hibisco com frutas cítricas."
"sabores","Dá pra pegar meio a meio de dois sabores?","Sim, dá pra combinar sabores em algumas opções."
"sabores","O que tá saindo mais hoje?","O sabor de maracujá tá sendo bastante pedido."
"sabores","Tem algum sabor sem lactose hoje?","Sim, o de limão é feito com base de água."
"sabores","Tô com vontade de algo refrescante. Sugestões?","Que tal um limão com hortelã? É super refrescante."
"sabores","Gostaria de um sabor mais suave, o que recomenda?","Baunilha costuma agradar quem prefere sabores suaves."
"sabores","Tem alguma coisa tropical?","Sim, temos manga e maracujá como opções tropicais."
"sabores","Queria algo doce, mas não muito forte.","O sabor de uva é uma boa pedida para isso."
"sabores","Vocês têm aquele sabor de infância, tipo chiclete?","Sim! Temos sabor tutti-frutti, que lembra bastante."
"sabores","Tem algo diferente do comum hoje?","Hoje temos edição limitada de pitanga!"
"sabores","Tá calor demais, tem algo bem geladinho?","O de limão bem gelado é perfeito pra esse clima."
"sabores","Vocês têm sabor de banana?","No momento, o sabor de banana está indisponível."
"sabores","Tem sabor de caramelo?","Infelizmente, esse sabor foi descontinuado."
"sabores","Tem algo com sabor de queijo?","Não, trabalhamos apenas com sabores doces e frutados."
"sabores","Tem sabor bacon?","Não, sabores salgados não fazem parte do nosso cardápio."
"sabores","Posso pedir sabor wasabi?","Desculpe, não temos esse tipo de sabor."
"sabores","Tem limão siciliano?","Temos apenas limão tradicional no momento."
"sabores","Tem versão diet de chocolate?","Ainda não oferecemos chocolate em versão diet."
"sabores","Tem sabor com álcool?","Não oferecemos bebidas alcoólicas."
"sabores","Vocês têm sabor carambola?","Infelizmente, esse sabor não está disponível."
"sabores","Tem algo com sabor de gengibre?","Não trabalhamos com sabores picantes ou muito fortes."
"sabores","Vocês têm suco de goiaba?","No momento, goiaba não está no cardápio."
"sabores","Tem sabor personalizado?","Os sabores disponíveis são fixos, não é possível personalizar."
"sabores","Tem milkshake de figo?","Não, não trabalhamos com esse sabor."
"sabores","Tem alguma coisa com sabor de limão e manjericão?","Infelizmente, essa combinação não está disponível."
"sabores","Vocês têm sabor neutro?","Todos os sabores têm algum perfil gustativo específico."
"sabores","Tem chá de jasmim?","Não temos essa opção por enquanto."
"sabores","Posso pedir qualquer sabor que eu quiser?","Trabalhamos apenas com os sabores listados no menu."
"sabores","Temos sabores sazonais como maçã do amor?","Atualmente, esse sabor não está ativo."
"sabores","Vocês têm sabores premium?","Por enquanto, todos os sabores seguem o padrão tradicional."
"sabores","Tem leite condensado sem lactose?","Ainda não temos essa versão disponível."
"sabores","Posso escolher sabores internacionais?","O catálogo atual é voltado para sabores nacionais."
"sabores","Tem sabor de café com pimenta?","Não temos sabores com essa combinação específica."
"sabores","Vocês fazem sabores por encomenda?","Não é possível criar sabores personalizados sob demanda."
"sabores","Tem chá de cúrcuma?","Esse chá não temos."
"sabores","Vocês têm sabor de banana?","No momento, o sabor de banana está indisponível."
"sabores","Tem sabor de caramelo?","Infelizmente, esse sabor foi descontinuado."
"sabores","Tem algo com sabor de queijo?","Não, trabalhamos apenas com sabores doces e frutados."
"sabores","Tem sabor bacon?","Não, sabores salgados não fazem parte do nosso cardápio."
"sabores","Posso pedir sabor wasabi?","Desculpe, não temos esse tipo de sabor."
"sabores","Tem limão siciliano?","Temos apenas limão tradicional no momento."
"sabores","Tem versão diet de chocolate?","Ainda não oferecemos chocolate em versão diet."
"sabores","Tem sabor com álcool?","Não oferecemos bebidas alcoólicas."
"sabores","Vocês têm sabor carambola?","Infelizmente, esse sabor não está disponível."
"sabores","Tem algo com sabor de gengibre?","Não trabalhamos com sabores picantes ou muito fortes."
"sabores","Vocês têm suco de goiaba?","No momento, goiaba não está no cardápio."
"sabores","Tem sabor personalizado?","Os sabores disponíveis são fixos, não é possível personalizar."
"sabores","Tem milkshake de figo?","Não, não trabalhamos com esse sabor."
"sabores","Tem alguma coisa com sabor de limão e manjericão?","Infelizmente, essa combinação não está disponível."
"sabores","Vocês têm sabor neutro?","Todos os sabores têm algum perfil gustativo específico."
"sabores","Tem chá de jasmim?","Não temos essa opção por enquanto."
"sabores","Posso pedir qualquer sabor que eu quiser?","Trabalhamos apenas com os sabores listados no menu."
"sabores","Temos sabores sazonais como maçã do amor?","Atualmente, esse sabor não está ativo."
"sabores","Vocês têm sabores premium?","Por enquanto, todos os sabores seguem o padrão tradicional."
"sabores","Tem leite condensado sem lactose?","Ainda não temos essa versão disponível."
"sabores","Posso escolher sabores internacionais?","O catálogo atual é voltado para sabores nacionais."
"sabores","Tem sabor de café com pimenta?","Não temos sabores com essa combinação específica."
"sabores","Vocês fazem sabores por encomenda?","Não é possível criar sabores personalizados sob demanda."
"sabores","Tem chá de cúrcuma?","Esse chá não faz parte do nosso cardápio atual."
"sabores","Vocês têm bebidas fermentadas com sabor?","Não trabalhamos com bebidas fermentadas."
"sabores","Tem opção com sabor de vinho?","Não temos essa opção disponível."
"sabores","Tem suco de lichia?","Infelizmente, lichia não está entre os sabores disponíveis."
"sabores","Tem algum sabor para diabéticos?","Alguns sabores são sem açúcar, mas não específicos para diabéticos."
"sabores","Tem chocolate 70% cacau?","Trabalhamos apenas com chocolate ao leite no momento."
"sabores","Tem opção de matcha?","Matcha não faz parte do nosso cardápio atual."
"sabores","E se eu quiser um sabor diferente do cardápio?","Você pode verificar com o atendente os sabores disponíveis no dia."
"sabores","O que vocês têm de diferente hoje?","Hoje temos sabor especial de maracujá com gengibre."
"sabores","Qual sabor combina mais com calor?","Sabores cítricos como limão são ideais para o calor."
"sabores","Será que o de chocolate combina com o de coco?","Sim, muitos clientes gostam dessa combinação!"
"sabores","Tem alguma dica de sabor para crianças?","Morango e baunilha costumam agradar bastante os pequenos."
"sabores","Qual sabor mais agrada quem não gosta de doce?","O de limão é o mais indicado para quem prefere algo menos doce."
"sabores","Se eu for alérgico a leite, posso pedir o de morango?","Temos uma versão de morango feita com base de água."
"sabores","Qual sabor mais combina com doce de leite?","Chocolate é uma ótima combinação com doce de leite."
"sabores","Vocês já pensaram em lançar sabor de paçoca?","É uma ótima ideia! Vamos considerar para próximas edições."
"sabores","Qual sabor deixa menos gosto na boca?","O de baunilha é bem suave e neutro nesse sentido."
"sabores","Sabores mudam em cada estação do ano?","Sim! No verão, por exemplo, entram sabores mais refrescantes."
"sabores","Qual sabor é bom para depois do almoço?","Hortelã ou limão são ótimos para refrescar."
"sabores","O que tem de novo esse mês?","Lançamos o sabor edição limitada de frutas amarelas."
"sabores","Se eu quiser repetir o mesmo sabor, pode?","Claro! Você pode escolher o mesmo sabor quantas vezes quiser."
"sabores","Qual sabor combina melhor com salgados?","Baunilha é uma boa opção mais neutra para isso."
"sabores","O de uva mancha os dentes?","É possível que manche um pouco, sim."
"sabores","Tem algum sabor que lembra infância?","O tutti-frutti costuma despertar nostalgia em muita gente."
"sabores","Vocês já mudaram algum sabor por sugestão de cliente?","Sim! O sabor de hibisco foi incluído após pedidos."
"sabores","Tem algum sabor que é só para o verão?","Sim, o de melancia só aparece nessa época."
"sabores","O sabor de manga é forte?","Ele é intenso, mas muito equilibrado no dulçor."
